ticker	date	time	headline	datetime
MDT	Dec-15-20	10:04AM	dow jones rebounds, stocks climb on stimulus compromise; baidu looks into evs, apple boosts iphone output investor's business daily	2020-12-15 10:04:00
MDT	Dec-15-20	07:00AM	medtronic's osteocool procedure shows significant, swift pain relief and sustained improvement for cancer patients pr newswire	2020-12-15 07:00:00
MDT	Dec-14-20	04:30PM	sean salmon named evp & president cardiovascular portfolio; continues as evp & president diabetes operating unit pr newswire	2020-12-14 16:30:00
MDT	Dec-14-20	04:30PM	sean salmon named evp & president cardiovascular portfolio; continues as evp & president diabetes operating unit cnw group	2020-12-14 16:30:00
MDT	Dec-14-20	06:45AM	medtronic announces cash dividend for third quarter of fiscal year 2021 pr newswire	2020-12-14 06:45:00
MDT	Dec-11-20	09:10AM	canada and ontario invest to preserve black history landmark in hamilton cnw group	2020-12-11 09:10:00
MDT	Dec-10-20	07:00AM	/r e m i n d e r -- media advisory - prime minister's itinerary for thursday, december 10, 2020/ cnw group	2020-12-10 07:00:00
MDT	Dec-09-20	09:30AM	medtronic (mdt) carpediem to tap pediatric kidney care market zacks	2020-12-09 09:30:00
MDT	Dec-08-20	12:55PM	is mdt a good stock to buy now? insider monkey	2020-12-08 12:55:00
MDT	Dec-08-20	08:30AM	medtronic receives health canada licence for minimed 770g insulin pump system with smartphone connectivity for people with type 1 diabetes cnw group	2020-12-08 08:30:00
MDT	Dec-08-20	08:30AM	medtronic launches the first and only pediatric and neonatal acute dialysis machine in the u.s. pr newswire	2020-12-08 08:30:00
MDT	Dec-04-20	06:10PM	the top new health care buys of larry robbins' firm gurufocus.com	2020-12-04 18:10:00
MDT	Dec-01-20	02:32PM	medtronic svp of strategy mike weinstein to speak at evercore isi healthcare conference pr newswire	2020-12-01 14:32:00
MDT	Dec-01-20	09:56AM	pediatric medical space thrives amid covid-19: 3 stocks in focus zacks	2020-12-01 09:56:00
MDT	Dec-01-20	02:40AM	medtronic or dexcom: which medical device stock is poised to deliver higher gains? tipranks	2020-12-01 02:40:00
MDT	Nov-30-20	05:26PM	medtronic evp & president of cardiovascular portfolio mike coyle to speak at piper sandler healthcare conference pr newswire	2020-11-30 17:26:00
MDT	Nov-30-20	01:00PM	medtronic and the medtronic foundation expand covid-19 support to more than $46 million usd pr newswire	2020-11-30 13:00:00
MDT	Nov-30-20	09:24AM	medtronic (mdt) shows strong sales recovery amid covid-19 crisis zacks	2020-11-30 09:24:00
MDT	Nov-29-20	02:49PM	ontario lottery and gaming corporation - midday lottery winning numbers - november 29, 2020 cnw group	2020-11-29 14:49:00
MDT	Nov-25-20	10:45AM	company news for nov 25, 2020 zacks	2020-11-25 10:45:00
MDT	Nov-25-20	08:35AM	medtronic plc's (nyse:mdt) financials are too obscure to link with current share price momentum: what's in store for the stock? simply wall st.	2020-11-25 08:35:00
MDT	Nov-24-20	04:29PM	medtronic reclaims breakout on 'faster-than-expected' covid recovery investor's business daily	2020-11-24 16:29:00
MDT	Nov-24-20	02:19PM	medtronic sees a recovery. disruptive opportunities are next. barrons.com	2020-11-24 14:19:00
MDT	Nov-24-20	11:03AM	medtronic's (mdt) q2 earnings beat estimates, margins fall zacks	2020-11-24 11:03:00
MDT	Nov-24-20	08:16AM	medtronic: q2 earnings insights benzinga	2020-11-24 08:16:00
MDT	Nov-24-20	08:05AM	medtronic (mdt) tops q2 earnings and revenue estimates zacks	2020-11-24 08:05:00
MDT	Nov-24-20	07:30AM	why now may be the time to buy health care stocks barrons.com	2020-11-24 07:30:00
MDT	Nov-24-20	06:45AM	medtronic reports second quarter fiscal 2021 financial results pr newswire	2020-11-24 06:45:00
MDT	Nov-24-20	01:44AM	trump edges toward exit, yellen picked, api data - what's up in markets investing.com	2020-11-24 01:44:00
MDT	Nov-23-20	10:00AM	suicidal ideation at record levels among ontario students cnw group	2020-11-23 10:00:00
MDT	Nov-23-20	09:37AM	medical device maker medtronic could weaken in the weeks ahead thestreet.com	2020-11-23 09:37:00
MDT	Nov-22-20	10:11AM	earnings to watch next week: autohome, medtronic and deere & company in focus fx empire	2020-11-22 10:11:00
MDT	Nov-19-20	10:24AM	will medtronic (mdt) report volume improvement in q2 earnings? zacks	2020-11-19 10:24:00
MDT	Nov-18-20	06:36AM	these 3 medical device stocks leave biotech in the dust motley fool	2020-11-18 06:36:00
MDT	Nov-17-20	09:03PM	the topic of the article should be: 5g+, by all for all: guangzhou will witness the 2020 world 5g convention on november 26 cnw group	2020-11-17 21:03:00
MDT	Nov-17-20	04:44PM	boston scientific sacrifices its double-bottom base on product recall investor's business daily	2020-11-17 16:44:00
MDT	Nov-17-20	12:30PM	analysts estimate medtronic (mdt) to report a decline in earnings: what to look out for zacks	2020-11-17 12:30:00
MDT	Nov-17-20	11:00AM	medtronic to announce financial results for its second quarter of fiscal year 2021 pr newswire	2020-11-17 11:00:00
MDT	Nov-17-20	10:13AM	medtronic's (mdt) medicrea buyout to aid ai spinal surgery line zacks	2020-11-17 10:13:00
MDT	Nov-16-20	10:34AM	the new england journal of medicine: medtronic cryoablation is a superior treatment option for symptomatic paroxysmal atrial fibrillation compared to drug therapy pr newswire	2020-11-16 10:34:00
MDT	Nov-16-20	08:56AM	medtronic completes acquisition of medicrea pr newswire	2020-11-16 08:56:00
MDT	Nov-16-20	08:30AM	medtronic completes acquisition of medicrea cnw group	2020-11-16 08:30:00
MDT	Nov-13-20	05:56PM	medtronic ranked as a leading sustainability company pr newswire	2020-11-13 17:56:00
MDT	Nov-13-20	09:05AM	medtronic (mdt) integrates inpen with guardian connect zacks	2020-11-13 09:05:00
MDT	Nov-13-20	08:30AM	medtronic canada recognized as one of canada's top 100 employers for 2021 cnw group	2020-11-13 08:30:00
MDT	Nov-12-20	09:00AM	medtronic launches inpen with real-time guardian connect cgm data -- the first integrated smart insulin pen for people with diabetes on mdi pr newswire	2020-11-12 09:00:00
MDT	Nov-11-20	07:45AM	is isrg stock a buy as investors pin hopes on a coronavirus vaccine? investor's business daily	2020-11-11 07:45:00
MDT	Nov-06-20	08:59AM	aurora cannabis (acb) to post q1 earnings: what's in store? zacks	2020-11-06 08:59:00
MDT	Nov-04-20	12:51PM	the vanguard health care fund trims medtronic, chugai pharmaceutical positions gurufocus.com	2020-11-04 12:51:00
MDT	Nov-04-20	08:00AM	3 medical product stocks poised to beat this earnings season zacks	2020-11-04 08:00:00
MDT	Oct-29-20	09:05AM	medtronic nabs fda approval for nerve monitoring system smarteranalyst	2020-10-29 09:05:00
MDT	Oct-29-20	07:00AM	medtronic expands ent portfolio with fda clearance of nim vital next generation intraoperative nerve monitoring system and acquisiton of ai biomed corp. pr newswire	2020-10-29 07:00:00
MDT	Oct-27-20	06:00PM	university of british columbia's energy-efficiency initiative receives a boost through the low carbon economy fund cnw group	2020-10-27 18:00:00
MDT	Oct-26-20	10:00AM	medtronic venous stent receives u.s. fda approval to treat venous outflow obstruction pr newswire	2020-10-26 10:00:00
MDT	Oct-26-20	08:00AM	west pharmaceutical esg rating upgraded; wst stock hits record highs investor's business daily	2020-10-26 08:00:00
MDT	Oct-22-20	05:55AM	the zacks analyst blog highlights: alibaba, berkshire hathaway, coca-cola, medtronic and fiserv zacks	2020-10-22 05:55:00
MDT	Oct-21-20	01:25PM	top research reports for alibaba, berkshire hathaway & coca-cola zacks	2020-10-21 13:25:00
MDT	Oct-21-20	09:06AM	were hedge funds right about medtronic plc (mdt)? insider monkey	2020-10-21 09:06:00
MDT	Oct-21-20	08:00AM	amelia launches digital employee builder to democratize conversational ai cnw group	2020-10-21 08:00:00
MDT	Oct-21-20	06:24AM	medtronic delivers positive results for chronic back pain trial smarteranalyst	2020-10-21 06:24:00
MDT	Oct-20-20	07:30AM	patients report superior, sustained and profound back pain relief at 12 months with dtm spinal cord stimulation therapy using the medtronic intellis platform pr newswire	2020-10-20 07:30:00
MDT	Oct-15-20	01:05PM	the zacks analyst blog highlights: medtronic, boston scientific, davita, accuray and cardinal health zacks	2020-10-15 13:05:00
MDT	Oct-15-20	08:24AM	medtronic has a higher target but the near-term needs more consolidation thestreet.com	2020-10-15 08:24:00
MDT	Oct-14-20	11:43AM	medtronic announces partnership with the foundry to develop innovative mitral valve repair technology cnw group	2020-10-14 11:43:00
MDT	Oct-14-20	09:41AM	medtronic named one of america's most just companies by forbes and just capital pr newswire	2020-10-14 09:41:00
MDT	Oct-14-20	08:52AM	medtronic launches head-to-head tavr study comparing the evolut tavr platform against the edwards sapien valve in small annulus patients pr newswire	2020-10-14 08:52:00
MDT	Oct-14-20	08:52AM	medtronic launches head-to-head tavr study comparing the evolut tavr platform against the edwards sapien valve in small annulus patients cnw group	2020-10-14 08:52:00
MDT	Oct-14-20	06:45AM	medtronic outlines growth strategy at biennial investor day pr newswire	2020-10-14 06:45:00
MDT	Oct-13-20	11:00AM	medtronic 2020 integrated performance report shares goal of carbon neutrality by fy30, achievement of 100% gender pay equity in the u.s., and progress on covid-19 response pr newswire	2020-10-13 11:00:00
MDT	Oct-13-20	11:00AM	medtronic 2020 integrated performance report shares goal of carbon neutrality by fy30, achievement of 100% gender pay equity in the u.s., and progress on covid-19 response cnw group	2020-10-13 11:00:00
MDT	Oct-11-20	12:47PM	top insider buys highlight for the week of oct. 9 gurufocus.com	2020-10-11 12:47:00
MDT	Oct-09-20	07:28PM	after years of anticipation, apples iphone enters the 5g world barrons.com	2020-10-09 19:28:00
MDT	Oct-09-20	06:14PM	cannabis use is on the rise. where to invest now. barrons.com	2020-10-09 18:14:00
MDT	Oct-09-20	09:00AM	medtronic donates nearly $1 million in personal protective equipment to international medical corps for covid-19 response efforts pr newswire	2020-10-09 09:00:00
MDT	Oct-08-20	08:44AM	medtronic announces u.s. launch of adaptix, expands portfolio zacks	2020-10-08 08:44:00
NKE	Jan-16-21	09:26AM	13 biggest gay pride parades in the world insider monkey	2021-01-16 09:26:00
NKE	Jan-15-21	02:54PM	dow jones stocks to buy and watch in january 2021: apple, microsoft investor's business daily	2021-01-15 14:54:00
NKE	Jan-14-21	07:31AM	zacks earnings trends highlights: costco, nike, fedex and oracle zacks	2021-01-14 07:31:00
NKE	Jan-13-21	12:23PM	black girl ventures reveals plans for nikes $500,000 investment wwd	2021-01-13 12:23:00
NKE	Jan-13-21	12:01AM	off-white x nike sneakers expected to top luxury resale list this year wwd	2021-01-13 00:01:00
NKE	Jan-12-21	04:57PM	these are 6 footwear stocks to buy in 2021, according to market watchers footwear news	2021-01-12 16:57:00
NKE	Jan-12-21	12:33PM	new book details virgil ablohs sneaker designs for nike wwd	2021-01-12 12:33:00
NKE	Jan-11-21	04:17PM	lululemon adds another nike veteran to its exec team footwear news	2021-01-11 16:17:00
NKE	Jan-10-21	06:05AM	9 dow stocks with the most upside potential, according to wall street motley fool	2021-01-10 06:05:00
NKE	Jan-09-21	03:13AM	nike, inc. just recorded a 25% eps beat: here's what analysts are forecasting next simply wall st.	2021-01-09 03:13:00
NKE	Jan-08-21	12:37PM	how nike makes money: footwear, apparel, and equipment investopedia	2021-01-08 12:37:00
NKE	Jan-08-21	12:22PM	if you own nike (nke) stock, should you sell it now? insider monkey	2021-01-08 12:22:00
NKE	Jan-07-21	09:21AM	these 3 stocks are absurdly overvalued right now motley fool	2021-01-07 09:21:00
NKE	Jan-07-21	06:45AM	zacks earnings trends highlights: costco, nike, fedex and oracle zacks	2021-01-07 06:45:00
NKE	Jan-06-21	12:17PM	15 biggest malls in the us insider monkey	2021-01-06 12:17:00
NKE	Jan-06-21	10:04AM	winnebago, alteryx, deckers outdoor, nike and lululemon athletica highlighted as zacks bull and bear of the day zacks	2021-01-06 10:04:00
NKE	Jan-06-21	08:00AM	could adidas be a millionaire-maker stock? motley fool	2021-01-06 08:00:00
NKE	Jan-05-21	08:21AM	forget under armour, nike is the better athletic apparel stock motley fool	2021-01-05 08:21:00
NKE	Jan-05-21	08:08AM	3 athletic stocks to watch as covid-19 prompts fitness at home zacks	2021-01-05 08:08:00
NKE	Jan-04-21	02:40PM	master p aims to make allen iverson for reebok what michael jordan was for nike yahoo finance	2021-01-04 14:40:00
NKE	Jan-04-21	01:00PM	better buy: nike vs. peloton motley fool	2021-01-04 13:00:00
NKE	Jan-04-21	11:26AM	here's my top stock to buy right now motley fool	2021-01-04 11:26:00
NKE	Jan-04-21	08:00AM	favorite stocks held by one of fidelity's top 2020 u.s. diversified stock funds investor's business daily	2021-01-04 08:00:00
NKE	Jan-02-21	04:23PM	barron's first picks and pans of 2021: disney, home depot, intel, nike, nordstrom and more benzinga	2021-01-02 16:23:00
NKE	Dec-31-20	04:44PM	apple leads dow jones stocks in 2020 but q4 winner dominates investor's business daily	2020-12-31 16:44:00
NKE	Dec-31-20	01:16PM	reebok needs to go black: why master p wants to run the iconic footwear brand yahoo finance	2020-12-31 13:16:00
NKE	Dec-31-20	12:23PM	j.c. penney is toast in 2021 yahoo finance	2020-12-31 12:23:00
NKE	Dec-31-20	11:04AM	master p on possible reebok deal: its time for us to get a seat at the table yahoo finance video	2020-12-31 11:04:00
NKE	Dec-31-20	09:09AM	what happened to nike stock in 2020? motley fool	2020-12-31 09:09:00
NKE	Dec-31-20	08:00AM	don't waste your money on penny stocks -- these large-cap stocks are better buys motley fool	2020-12-31 08:00:00
NKE	Dec-30-20	12:45PM	dow jones rises as caterpillar stock is boosted, nike stock slumps motley fool	2020-12-30 12:45:00
NKE	Dec-30-20	10:30AM	nike is guggenheim's top apparel pick for 2021 thestreet.com	2020-12-30 10:30:00
NKE	Dec-30-20	09:17AM	2 best robinhood stocks to buy for 2021 motley fool	2020-12-30 09:17:00
NKE	Dec-30-20	09:15AM	nike had a great year. heres how it could have another. barrons.com	2020-12-30 09:15:00
NKE	Dec-30-20	08:31AM	astrazeneca, tesla, nike - wednesday's premarket movers thestreet.com	2020-12-30 08:31:00
NKE	Dec-30-20	05:52AM	retailers to rally in 2021, says guggenheim investing.com	2020-12-30 05:52:00
NKE	Dec-29-20	11:52AM	the zacks analyst blog highlights: nike, peloton and lululemon zacks	2020-12-29 11:52:00
NKE	Dec-29-20	10:00AM	dow industrials, stocks extend records on stimulus, brexit, vaccine news; nike in buy range, 737 max resumes u.s. flight investor's business daily	2020-12-29 10:00:00
NKE	Dec-29-20	08:40AM	why is everyone talking about nike stock motley fool	2020-12-29 08:40:00
NKE	Dec-28-20	01:52PM	10 best dow stocks to buy now insider monkey	2020-12-28 13:52:00
NKE	Dec-28-20	12:10PM	3 high return on equity stock picks to consider gurufocus.com	2020-12-28 12:10:00
NKE	Dec-28-20	10:12AM	top 5 dow stocks that helped the index gain in 2020 zacks	2020-12-28 10:12:00
NKE	Dec-28-20	08:36AM	3 fitness stocks for a hale & hearty portfolio in 2021 zacks	2020-12-28 08:36:00
NKE	Dec-27-20	04:46AM	nike or under armour: which stock is a better retail play? tipranks	2020-12-27 04:46:00
NKE	Dec-27-20	03:42AM	preformed line products (nasdaq:plpc) could be a buy for its upcoming dividend simply wall st.	2020-12-27 03:42:00
NKE	Dec-26-20	01:50PM	after christmas your mall might vanish  but it may also be reborn yahoo finance	2020-12-26 13:50:00
NKE	Dec-26-20	12:45PM	benzinga's bulls and bears of christmas week: airbnb, apple, netflix, nike, tesla and more benzinga	2020-12-26 12:45:00
NKE	Dec-24-20	01:07PM	what nike told investors motley fool	2020-12-24 13:07:00
NKE	Dec-24-20	12:52PM	online shopping is here to stay in 2021: refinitiv yahoo finance video	2020-12-24 12:52:00
NKE	Dec-24-20	06:50AM	nike's second quarter earnings in 3 quotes motley fool	2020-12-24 06:50:00
NKE	Dec-23-20	11:00AM	better buy: nike vs. lululemon motley fool	2020-12-23 11:00:00
NKE	Dec-23-20	10:39AM	nike stock hits buy zone, but is it a good buy amid soaring digital sales? investor's business daily	2020-12-23 10:39:00
NKE	Dec-23-20	09:01AM	2 stocks worth holding forever motley fool	2020-12-23 09:01:00
NKE	Dec-23-20	07:38AM	better buy: nike vs. target motley fool	2020-12-23 07:38:00
NKE	Dec-22-20	05:32PM	stockx ceo on the top selling items this holiday season yahoo finance video	2020-12-22 17:32:00
NKE	Dec-22-20	04:16PM	why peloton's biggest acquisition could be a game-changer investor's business daily	2020-12-22 16:16:00
NKE	Dec-22-20	12:11PM	wall st. pro calls nike his top pick, says the stock could go up 33% yahoo finance	2020-12-22 12:11:00
NKE	Dec-22-20	11:00AM	what peloton's $420m acquisition of precor means for the fitness industry yahoo finance video	2020-12-22 11:00:00
NKE	Dec-22-20	09:15AM	better buy: nike vs. levi strauss motley fool	2020-12-22 09:15:00
NKE	Dec-22-20	09:09AM	4 exercise-at-home stocks to benefit amid surging coronavirus infections zacks	2020-12-22 09:09:00
NKE	Dec-22-20	05:00AM	congress passes $900 billion coronavirus relief package, and two more numbers to know barrons.com	2020-12-22 05:00:00
NKE	Dec-21-20	05:15PM	nike earnings: the rebound strengthens motley fool	2020-12-21 17:15:00
NKE	Dec-21-20	05:10PM	dow jones futures: stimulus deal vote due after stock market rally, apple, amd, nio, uber rebound from key level; tesla stock is biggest s&p 500 loser investor's business daily	2020-12-21 17:10:00
NKE	Dec-21-20	04:36PM	dow claws back 400-point loss; mcconnell touts 'bipartisan breakthrough' stimulus deal investor's business daily	2020-12-21 16:36:00
NKE	Dec-21-20	04:22PM	stock market today: mutant covid strain puts a scare into wall street kiplinger	2020-12-21 16:22:00
NKE	Dec-21-20	04:19PM	us stocks-s&p 500 ends lower as covid worries lightened by stimulus reuters	2020-12-21 16:19:00
NKE	Dec-21-20	04:00PM	us stocks-s&p 500 ends lower on new covid strain, losses pared by stimulus reuters	2020-12-21 16:00:00
NKE	Dec-21-20	03:10PM	dow jones turns higher after 400-point intraday plunge; jpmorgan flashes buy signal, airbnb soars to new high investor's business daily	2020-12-21 15:10:00
NKE	Dec-21-20	02:59PM	nike (nke) up on q2 earnings & revenue beat, upbeat fy21 view zacks	2020-12-21 14:59:00
NKE	Dec-21-20	02:33PM	nike continues drawing bullish analyst predictions motley fool	2020-12-21 14:33:00
NKE	Dec-21-20	02:15PM	corrected-us stocks-s&p 500 pares losses as u.s. stimulus passage expected reuters	2020-12-21 14:15:00
NKE	Dec-21-20	02:02PM	why nike stock was climbing today motley fool	2020-12-21 14:02:00
NKE	Dec-21-20	01:55PM	dow jones pares losses after falling on fears of new coronavirus strain investor's business daily	2020-12-21 13:55:00
NKE	Dec-21-20	01:07PM	dow jones erases losses amid fears of new coronavirus strain; apple slides, while tesla skids in s&p 500 debut investor's business daily	2020-12-21 13:07:00
NKE	Dec-21-20	01:07PM	nike highlights soaring growth in digital and china after results beat expectations marketwatch	2020-12-21 13:07:00
NKE	Dec-21-20	12:51PM	dow jones slumps despite stimulus bill; nike stock soars after earnings; ibm acquires cloud company motley fool	2020-12-21 12:51:00
NKE	Dec-21-20	12:33PM	us stocks-s&p 500 set for worst day in a month on fresh virus fears reuters	2020-12-21 12:33:00
NKE	Dec-21-20	12:30PM	how far can nike run after hitting new highs on earnings? thestreet.com	2020-12-21 12:30:00
NKE	Dec-21-20	10:28AM	after beating expectations, nike shares offer counterpoint to virus-related stock selling benzinga	2020-12-21 10:28:00
NKE	Dec-21-20	10:25AM	is nike's stock still a buy at all-time highs? the street debates benzinga	2020-12-21 10:25:00
NKE	Dec-21-20	10:09AM	analyzing nike's unusual options activity benzinga	2020-12-21 10:09:00
NKE	Dec-21-20	09:47AM	nike stock is soaring because wall street is cheering strong earnings barrons.com	2020-12-21 09:47:00
NKE	Dec-21-20	09:43AM	dow jones today, stocks skid as u.k. triggers covid lockdowns; nike stock breaks out; tesla dives into s&p 500 debut investor's business daily	2020-12-21 09:43:00
NKE	Dec-21-20	09:39AM	nike surges to fresh record high after online sales boost q2 profits thestreet.com	2020-12-21 09:39:00
NKE	Dec-21-20	08:38AM	5 top shoes & retail apparel industry stocks to tap rising fitness trend zacks	2020-12-21 08:38:00
NKE	Dec-21-20	08:34AM	nike stock is soaring. its earnings continue to impress. barrons.com	2020-12-21 08:34:00
NKE	Dec-21-20	08:30AM	2020s retail wipeouts warn of permanent pain bloomberg	2020-12-21 08:30:00
NKE	Dec-21-20	08:26AM	3 sportswear stocks to tap on return of live sports to 'old normal' zacks	2020-12-21 08:26:00
NKE	Dec-21-20	08:18AM	dow jones futures tumble on new covid strain; stock market rally mulls stimulus deal vote, 3 dow giants jump investor's business daily	2020-12-21 08:18:00
NKE	Dec-21-20	08:12AM	benzinga pro's top 5 stocks to watch for monday, dec. 21, 2020: eyeg, nke, zm, wmt, aim benzinga	2020-12-21 08:12:00
NKE	Dec-21-20	07:42AM	better buy: amazon vs. nike motley fool	2020-12-21 07:42:00
NKE	Dec-21-20	07:36AM	tesla, boeing, aerojet, realpage - monday's premarket movers thestreet.com	2020-12-21 07:36:00
NKE	Dec-21-20	02:31AM	nike spikes to record high on strong earnings beat; buy with target price $176 fx empire	2020-12-21 02:31:00
NKE	Dec-20-20	04:39PM	nike posts impressive 2nd-quarter results, driven by strength in the digital channel gurufocus.com	2020-12-20 16:39:00
NKE	Dec-20-20	08:29AM	dow jones futures: tech titans aren't leading the stock market rally (good); 3 dow giants set to jump investor's business daily	2020-12-20 08:29:00
NKE	Dec-19-20	11:44AM	dow jones futures rise on nike earnings, jpmorgan buyback, moderna vaccine; tesla stock keeps moving investor's business daily	2020-12-19 11:44:00
NKE	Dec-19-20	10:41AM	digital sales and china emerged as the twin pillars lifting nikes q2 earnings yahoo finance	2020-12-19 10:41:00
NKE	Dec-19-20	06:55AM	can lululemon unseat nike as the top activewear company? motley fool	2020-12-19 06:55:00
NKE	Dec-18-20	10:00PM	nike inc (nke) q2 2021 earnings call transcript motley fool	2020-12-18 22:00:00
NKE	Dec-18-20	08:51PM	nike pops in after-hours trading on surprise q2 growth motley fool	2020-12-18 20:51:00
RE	Jan-11-21	07:29AM	does everest re group (nyse:re) deserve a spot on your watchlist? simply wall st.	2021-01-11 07:29:00
RE	Jan-08-21	09:10AM	here's why hold is an apt strategy for alleghany (y) stock now zacks	2021-01-08 09:10:00
RE	Jan-08-21	07:28AM	zacks value trader highlights: everest re group, kb home, manulife financial, odp corp and sanmina corp zacks	2021-01-08 07:28:00
RE	Jan-06-21	04:15PM	everest re group to hold fourth quarter and year end 2020 earnings conference call on tuesday, february 9, 2021 business wire +5.93%	2021-01-06 16:15:00
RE	Dec-22-20	09:24AM	is re a good stock to buy according to hedge funds? insider monkey	2020-12-22 09:24:00
RE	Dec-14-20	10:40AM	why hold is an apt strategy for everest re group (re) stock zacks	2020-12-14 10:40:00
RE	Nov-30-20	10:12AM	understanding everest re group's ex-dividend date benzinga	2020-11-30 10:12:00
RE	Nov-26-20	01:57AM	everest re group, ltd. (nyse:re) is about to go ex-dividend, and it pays a 2.6% yield simply wall st.	2020-11-26 01:57:00
RE	Nov-20-20	04:28PM	mason hawkins' southeastern buys 5 stocks in 3rd quarter gurufocus.com	2020-11-20 16:28:00
RE	Nov-19-20	04:15PM	everest re group announces dividend business wire	2020-11-19 16:15:00
RE	Oct-30-20	04:30PM	everest re group ltd (re) q3 2020 earnings call transcript motley fool	2020-10-30 16:30:00
RE	Oct-30-20	12:42PM	everest re (re) q3 earnings lag estimates, revenues rise y/y zacks	2020-10-30 12:42:00
RE	Oct-30-20	12:25PM	3 graham-style stocks to consider gurufocus.com	2020-10-30 12:25:00
RE	Oct-29-20	04:15PM	everest re group reports third quarter 2020 results; net income of $243.1 million and 16% growth in gross written premium year over year business wire	2020-10-29 16:15:00
RE	Oct-28-20	12:10PM	insurance stock q3 earnings on oct 29: mmc, wltw and more zacks	2020-10-28 12:10:00
RE	Oct-26-20	03:45PM	if you had bought everest re group (nyse:re) shares five years ago you'd have earned 20% returns simply wall st.	2020-10-26 15:45:00
RE	Oct-26-20	08:36AM	everest re group (re) to report q3: what's in the cards? zacks	2020-10-26 08:36:00
RE	Oct-22-20	04:15PM	everest announces estimated third quarter 2020 catastrophe losses business wire	2020-10-22 16:15:00
RE	Oct-14-20	08:43AM	new strong sell stocks for october 14th zacks	2020-10-14 08:43:00
RE	Oct-08-20	10:05AM	am best assigns issue credit rating to everest reinsurance holdings, inc.s senior unsecured notes business wire	2020-10-08 10:05:00
RE	Oct-08-20	09:21AM	everest re or axis capital: which p&c insurer has an edge? zacks	2020-10-08 09:21:00
RE	Oct-06-20	11:40AM	re vs. wrb: which stock should value investors buy now? zacks	2020-10-06 11:40:00
RE	Oct-06-20	11:40AM	everest re subsidiary offers of $1 billion senior notes zacks	2020-10-06 11:40:00
RE	Oct-05-20	06:15PM	everest reinsurance holdings, inc. -- moodys rates everest res senior notes baa1 moody's	2020-10-05 18:15:00
RE	Oct-05-20	05:00PM	everest announces pricing of $1.0 billion of senior notes by everest reinsurance holdings business wire	2020-10-05 17:00:00
RE	Sep-30-20	08:05AM	everest re appoints mark kociancic group chief financial officer and jim williamson group chief operating officer business wire	2020-09-30 08:05:00
RE	Sep-26-20	04:53PM	everest reinsurance (bermuda), ltd. -- moodys affirms everest res ratings (senior debt baa1), assigns shelf ratings; stable outlook moody's	2020-09-26 16:53:00
RE	Sep-17-20	02:00PM	everest re group schedules financial results release date and conference call for the third quarter 2020 business wire	2020-09-17 14:00:00
RE	Sep-16-20	04:53PM	hedge funds have never been this bullish on everest re group ltd (re) insider monkey	2020-09-16 16:53:00
RE	Sep-14-20	08:15AM	everest re group, ltd. earns 2020 best places to work in insurance distinction business wire	2020-09-14 08:15:00
RE	Sep-04-20	11:31AM	why is everest re (re) down 3.4% since last earnings report? zacks	2020-09-04 11:31:00
RE	Sep-01-20	04:15PM	everest re group ltd. publishes 2019 global loss triangles business wire	2020-09-01 16:15:00
RE	Aug-27-20	12:00PM	insurance industry can handle losses from hurricane laura, analyst says barrons.com	2020-08-27 12:00:00
RE	Aug-27-20	11:12AM	here's why you should hold everest re (re) in your portfolio zacks	2020-08-27 11:12:00
RE	Aug-27-20	10:32AM	everest re or renaissancere: which p&c insurer has an edge? zacks	2020-08-27 10:32:00
RE	Aug-25-20	02:53PM	everest re group, ltd. (nyse:re) has fared decently but fundamentals look uncertain: what lies ahead for the stock? simply wall st.	2020-08-25 14:53:00
RE	Aug-19-20	04:15PM	everest re group announces dividend business wire	2020-08-19 16:15:00
RE	Aug-06-20	12:25PM	everest re (re) q2 earnings top estimates, revenues up y/y zacks	2020-08-06 12:25:00
RE	Aug-05-20	04:15PM	everest re group reports second quarter 2020 results business wire	2020-08-05 16:15:00
RE	Aug-03-20	10:48AM	what awaits everest re group (re) this earnings season? zacks	2020-08-03 10:48:00
RE	Jul-29-20	05:00PM	dbubs 2011-lc1 commercial mortgage trust -- moody's affirms nine classes of dbubs 2011-lc1 moody's	2020-07-29 17:00:00
RE	Jul-27-20	02:03PM	everest reinsurance (bermuda), ltd. -- moody's announces completion of a periodic review of ratings of everest reinsurance (bermuda), ltd. moody's	2020-07-27 14:03:00
RE	Jul-23-20	04:15PM	everest re group announces executive appointments in the everest insurance® division business wire	2020-07-23 16:15:00
RE	Jul-23-20	04:15PM	everest provides preliminary information on second quarter 2020 results business wire	2020-07-23 16:15:00
RE	Jul-14-20	11:40AM	re or sigi: which is the better value stock right now? zacks	2020-07-14 11:40:00
RE	Jul-12-20	07:38PM	did hedge funds make the right call on everest re group ltd (re) ? insider monkey	2020-07-12 19:38:00
RE	Jul-06-20	09:30AM	is everest re (re) a suitable stock for value investors? zacks	2020-07-06 09:30:00
RE	Jun-18-20	01:30PM	everest re group schedules financial results release date and conference call for the second quarter 2020 business wire	2020-06-18 13:30:00
RE	Jun-16-20	09:57AM	here's why you should hold everest re (re) in your portfolio zacks	2020-06-16 09:57:00
RE	Jun-09-20	10:13AM	vw ceo apologised to supervisory board for "inappropriate" remarks reuters	2020-06-09 10:13:00
RE	Jun-08-20	02:52PM	hedge funds have never been more bullish on everest re group ltd (re) insider monkey	2020-06-08 14:52:00
